sclassrkey1rkey2ddateClose Price
EUR	USD	27092012	1.2859
GBP	USD	27092012	1.6202
CHF	USD	27092012	1.0643
USD	CNY	27092012	6.3021
USD	TWD	27092012	29.375
GBP	EUR	27092012	1.2597
EUR	CHF	27092012	1.2076
EUR	CNY	27092012	8.1039
EUR	TWD	27092012	37.7733
GBP	CHF	27092012	1.5214
GBP	CNY	27092012	10.2113
GBP	TWD	27092012	47.5875
CHF	CNY	27092012	6.7072
CHF	TWD	27092012	31.2633
CNY	TWD	27092012	4.6608
