STORE_ID,WEB_STORE_NAME,STORE_NAME,LAST_UPDATE_DT
2190,Ridgehaven Mall,MN/Minnetonka/Ridgehaven Mall,9/29/2011
2191,Howell,NJ/Howell,9/29/2011
2192,Chesterfield Oaks,MO/Chesterfield/Chesterfield Oaks,9/29/2011
2193,Golden Triangle Mall,TX/Denton/Golden Triangle Mall,9/29/2011
2194,Hingham,MA/Hingham,9/29/2011
2195,Lynnhaven Mall,VA/Virginia Beach/Lynnhaven Mall,9/29/2011
2196,The Summit,KY/Louisville/The Summit,9/29/2011
2197,Clay,NY/Clay,9/29/2011
2198,Altoona,PA/Altoona,9/29/2011
2199,BARNES & NOBLE 2199                ,BARNES & NOBLE 2199                ,9/29/2011
2200,The Woodlands,TX/Houston/The Woodlands,9/29/2011
2201,Redlands,CA/Redlands,9/29/2011
2202,City Center,NY/White Plains/City Center,9/29/2011
2203,Monroeville Mall,PA/Monroeville Mall,9/29/2011
2204,Edgewood Retail,GA/Atlanta/Edgewood Retail,9/29/2011
2205,South Corona,CA/South Corona,9/29/2011
2206,Millbury,MA/Millbury,9/29/2011
2207,Hulen Center,TX/Ft Worth/Hulen Center,9/29/2011
2208,The Shops at Tanforan,CA/San Bruno,9/29/2011
2209,Surprise Marketplace,AZ/Phoenix/Surprise Marketplace,9/29/2011
2210,Bethlehem,PA/Bethlehem,9/29/2011
2211,Happy Valley,AZ/Phoenix/Happy Valley,9/29/2011
2212,Crossroads Towne Center,AZ/Phoenix/Gilbert,9/29/2011
2213,Brookfield Mall,WI/Milwaukee/Brookfield Mall,9/29/2011
2214,St Johns Town Center,FL/Jacksonville/St Johns Town Ctr.,9/29/2011
2215,Newburgh Crossing,NY/Newburgh,9/29/2011
2216,Country Glen Center,NY/Carle Place,9/29/2011
2217,Hamilton,NJ/Hamilton,9/29/2011
2218,Westwood Village,WA/W. Seattle,9/29/2011
2219,William & Mary Bookstore,William & Mary Bookstore,9/29/2011
2220,Jordan Creek,IA/West Des Moines/Jordan Creek,9/29/2011
2221,The Shops at Greenridge,SC/Greenville/The Shops@Greenridge,9/29/2011
2222,Firewheel Mall,TX/Garland/Firewheel Mall,9/29/2011
2223,Canton,CT/Canton,9/29/2011
2224,Carriage Crossing,TN/Collierville/Carriage Crossing,9/29/2011
2225,Fashion Island,CA/Los Angeles/Fashion Island,9/29/2011
2226,Kingston,NY/Kingston,9/29/2011
2227,Maplewood Mall,MN/Maplewood Mall,9/29/2011
2228,The Shops @ Riverside,NJ/Hackensack/The Shops @ Riverside,9/29/2011
2229,Towne Center at Webster,NY/Rochester/Towne Center @ Webster,9/29/2011
2230,Palm Beach Gardens,FL/Palm Beach Gardens,9/29/2011
2231,The Promenade Shops at Centerra,CO/Loveland/The Promenade Shops at ,9/29/2011
2232,Fenton Commons Shopping Center,MO/Fenton,9/29/2011
2233,South Hills Village,PA/Pittsburgh/South Hills Village,9/29/2011
2234,Fifth Ave,NY/New York/555 Fifth Ave,9/29/2011
2235,Fairbanks,AK/Fairbanks,9/29/2011
2236,Sherman Plaza,IL/Evanston/Sherman Plaza,9/29/2011
2237,Mid Rivers,MO/St Louis/Mid Rivers,9/29/2011
2238,Tysons Corner Mall,VA/McLean/Tysons Corner Mall,9/29/2011
2239,Preston Royal Shopping Center,TX/Preston & Royal,9/29/2011
2240,Milford,CT/Milford,9/29/2011
2241,Southlake Town Square,TX/Southlake Town Square,9/29/2011
2242,Montclair Plaza,CA/Montclair,9/29/2011
2243,Tempe Marketplace,AZ/Tempe/Tempe Marketplace,9/29/2011
2244,Genesee Valley Mall,MI/Flint/Genesee Valley Mall,9/29/2011
2245,Southlands Town Center,CO/Aurora/Southlands Town Center,9/29/2011
2246,Grand Teton Mall,ID/Idaho Falls/Grand Teton Mall,9/29/2011
2247,Eastridge Mall,CA/San Jose/Eastridge Mall,9/29/2011
2248,Valley View Mall,WI/La Crosse/Valley View Mall,9/29/2011
2249,Ala Moana Mall,HI/Honolulu/Ala Moana Mall,9/29/2011
2250,The Mall at Turtle Creek,AR/Jonesboro/Mall at Turtle Creek,9/29/2011
2251,Green Oak Village Place,MI/Brighton/Green Oak Village Place,9/29/2011
2252,Bayshore Mall,WI/Glendale/Bayshore Mall,9/29/2011
2253,Fairlane Green,MI/Detroit/Fairlane Green,9/29/2011
2254,Carolina Place Mall,NC/Charlotte/Carolina Place Mall,9/29/2011
2255,Tribeca,NY/New York/Tribeca,9/29/2011
2256,Avenue at Webb Gin,GA/Atlanta/Avenue at Webb Gin,9/29/2011
2257,Francis Scott Key Mall,MD/Fredrick/Francis Scott Key Mall,9/29/2011
2258,Fairview Heights,IL/Fairview Heights,9/29/2011
2259,Center Valley,PA/Center Valley/The Shops at Sauco,9/29/2011
2260,Metropolis LifeStyle Center,IN/Indianapolis/Metropolis/Plainfie,9/29/2011
2262,Clackamas Town Ctr Mall,OR/Portland/Clackamas Town Ctr Mal,9/29/2011
2263,Perkins Rowe,LA/Baton Rouge/Perkins Rowe,9/29/2011
2264,Lake Sumter Market Square,FL/The Villages/Lake Sumter Market ,9/29/2011
2265,New Town Shops,VA/Williamsburg/New Town Shops,9/29/2011
2267,Hill Country Galleria,TX/Austin/Hill Country Galleria,9/29/2011
2268,Prestonwood Center,TX/Dallas/Prestonwood Center,9/29/2011
2269,Natomas,CA/Natomas,9/29/2011
2270,Mankato,MN/Mankato/River Hills/Relo,9/29/2011
2271,Highland Village,TX/DFW/Highland Village,9/29/2011
2272,Cape Girardeau,MO/Cape Girardeau/Mall/Relo,9/29/2011
2273,Walden Galleria,NY/Buffalo/Walden Galleria/Mall,9/29/2011
2274,Corte Madera,CA/San Francisco/Corte Madera/Relo,9/29/2011
2275,Colonie Centre,NY/Albany/Colonie Centre,9/29/2011
2276,Maui,HI/Maui,9/29/2011
2277,First Colony Mall,TX/Sugar Land/First Colony Mall,9/29/2011
2278,86th & Lexington Ave,New York City/86th & Lexington Ave.,9/29/2011
2279,West Hartford,CT/West Hartford,9/29/2011
2280,Northgate,WA/Seattle/Northgate,9/29/2011
2281,Kitsap Mall,WA/Silverdale/Kitsap Mall/Relo,9/29/2011
2282,Magnolia Mall,SC/Florence/Magnolia Mall,9/29/2011
2283,Bonita Springs,FL/Bonita Springs/Shops at Coconut ,9/29/2011
2284,Eastlake,CA/San Diego/Eastlake,9/29/2011
2285,Burlington,NC/Burlington,9/29/2011
2286,Stamford Town Center,CT/Stamford Town Center,9/29/2011
2287,Huntsville,AL/Huntsville/Bridge Street TC/Relo,9/29/2011
2288,Cherry Hill,NJ/Cherry Hill,9/29/2011
2289,The Market Common,SC/Myrtle Beach/Relo,9/29/2011
2290,Lincolnshire Commons,IL/Chicago/Lincolnshire Commons,9/29/2011
2291,Dakota Square Mall,ND/Minot/Dakota Square Mall,9/29/2011
2292,The Avenue at Murfreesboro,TN/Murfreesboro,9/29/2011
2294,Roanoke,VA/Roanoke,9/29/2011
2295,Tuscaloosa,AL/Tuscaloosa,9/29/2011
2296,Glendora,CA/Los Angeles/Glendora,9/29/2011
2297,Newnan,GA/ Newnan,9/29/2011
2298,The Shops at Fallen Timbers,OH/Toledo/Maumee,9/29/2011
2299,BARNES & NOBLE 2299                ,BARNES & NOBLE 2299                ,9/29/2011
2300,Chino Hills,CA/Los Angeles/Chino Hills,9/29/2011
2301,Clarence Mall,NY/Buffalo/Clarence/Relo,9/29/2011
2302,Harvard Medical Coop Bkst.,Harvard Medical Coop Bkst.,9/29/2011
2303,Glendale Americana,CA/Los Angeles/Relo,9/29/2011
2304,Bolingbrook,IL/Chicago/Bolingbrook,9/29/2011
2305,Uptown Village,TX/Cedar Hill/Uptown Village/Relo,9/29/2011
2306,McKinley Mall,NY/Buffalo/McKinley Mall,9/29/2011
2307,Jacksonville Mall,NC/Jacksonville/Mall,9/29/2011
2308,Cherryvale Mall,IL/Rockford/Cherryvale Mall/Relo,9/29/2011
2309,Peninsula Town Center,Hampton/Peninsula Town Center,9/29/2011
2310,Dothan,AL/Dothan,9/29/2011
2311,Palms Crossing,TX/McAllen/Palms Crossing,9/29/2011
2312,The Streets of Indian Lake,TN/Hendersonville,9/29/2011
2313,Glenbrook Square Mall,IN/Fort Wayne/Glenbrook Square Mall,9/29/2011
2314,Chesterfield Town Center,VA/Richmond,9/29/2011
2315,Pembroke Pines,FL/Pembroke Pines,9/29/2011
2317,Morrison Place,NC/Charlotte/Morrison Place/Relo,9/29/2011
2318,Colony Park,MS/Jackson/Colony Park/Relo,9/29/2011
2319,Bradley Fair,KS/Wichita/Bradley Fair,9/29/2011
2320,Market Street at Heath Brook,FL/Ocala,9/29/2011
2321,River Oaks Shopping Center,Houston/River Oaks Shopping Center,9/29/2011
2322,Harrisburg Mall,PA/Harrisburg Mall,9/29/2011
2323,Lehigh Valley Mall,PA/Allentown/Lehigh Valley Mall,9/29/2011
2324,Market Heights,TX/Killeen/Market Heights,9/29/2011
2325,Smith Haven Mall,NY/Smith Haven Mall,9/29/2011
2326,Town Square at Biltmore Park,Asheville/Town Square at Biltmore Park,9/29/2011
2327,East Northport,NY/East Northport,9/29/2011
2329,Greenwood Park,IN/Indianapolis/Greenwood Park,9/29/2011
2330,The Avenue Forsyth,GA/Atlanta/The Avenue Forsyth,9/29/2011
2331,Red Cliffs Mall,UT/St. George/Red Cliffs Mall,9/29/2011
2332,University of Penn Bkst.,University of Penn Bkst.,9/29/2011
2333,Crossroads Commons,Boulder/Crossroads Commons,9/29/2011
2334,The Shoppes at River Crossing,GA/Macon/Relo,9/29/2011
2335,Winter Garden Village,FL/Orlando/Winter Garden Village,9/29/2011
2336,Pearland,TX/Pearland,9/29/2011
2337,Hamilton Place,TN/Chattanooga/Hamilton Place/Relo,9/29/2011
2340,Livingston,NJ/Livingston/Mall/Relo,9/29/2011
2342,The Parks at Arlington Mall,TX/Arlington/Relo,9/29/2011
2344,Shops at North East Mall,TX/Hurst,9/29/2011
2346,The Mall at Barnes Crossing,MS/Tupelo,9/29/2011
2347,Asheville Mall,Asheville/Asheville Mall,9/29/2011
2348,San Tan Village,AZ/Gilbert/San Tan Village,9/29/2011
2349,Shops at Wiregrass,FL/New Tampa/Shops at Wiregrass,9/29/2011
2350,West County Mall,MO/St/ Louis/West County Mall/Relo,9/29/2011
2351,Neshaminy Mall,PA/Philadelphia/Neshaminy Mall,9/29/2011
2352,Oak Park Mall,KS/Overland Park/Oak Park Mall,9/29/2011
2353,The Shops at La Cantera,TX/San Antonio,9/29/2011
2354,Polaris Fashion Center,OH/Columbus/Polaris Fashion Center,9/29/2011
2356,Woodland Mall,Grand Rapids/Woodland Mall,9/29/2011
2358,University Park Mall,IN/Mishawaka/University Park Mall,9/29/2011
2359,GA/Augusta/Augusta Mall,GA/Augusta/Augusta Mall/Relo,9/29/2011
2361,Oakbrook Center,IL/Chicago/Oakbrook Center/Relo,9/29/2011
2362,Alon Towne Center,San Antonio/Alon Towne Center,9/29/2011
2363,Monmouth Mall,Eatontown/Monmouth Mall/Relo,9/29/2011
2364,Lubbock,Lubbock/Mall/Relo,9/29/2011
2366,Christiana Mall,Newark/Christiana Mall,9/29/2011
2367,Settlers Ridge,Pittsburgh/Settlers Ridge,9/29/2011
2387,Penn State University Bkst.,Penn State University Bkst.,9/29/2011
2389,Boston University Bkst.,Boston University Bkst.,9/29/2011
2391,John Hopkins University Bkst.,John Hopkins University Bkst.,9/29/2011
2394,University of Chicago Bookstore,University of Chicago Bookstore,9/29/2011
2396,Barnes & Noble 2396,Barnes & Noble 2396,9/29/2011
2398,MIT Coop at Kendall Square Bkst.,MIT Coop at Kendall Square Bkst.,9/29/2011
2400,Washington University Medical,Washington University Medical,9/29/2011
2401,Ole Mississippi Bkst.,Ole Mississippi Bkst.,9/29/2011
2402,Texas Christian University Bkst.,Texas Christian University Bkst.,9/29/2011
2403,Columbia University Bkst.,Columbia University Bkst.,9/29/2011
2404,Florida International University,Florida International University,9/29/2011
2405,Texas A & M Bkst.,Texas A & M Bkst.,9/29/2011
2406,George Mason University Bkst.,George Mason University Bkst.,9/29/2011
2407,University of North Carolina,University of North Carolina,9/29/2011
2408,Ohio State University Bookstore,Ohio State University Bookstore,9/29/2011
2409,Southern Methodist University,Southern Methodist University,9/29/2011
2410,University of Texas Health Science ,University of Texas Health Science ,9/29/2011
2411,University of Rochester Medical Bks,University of Rochester Medical Bks,9/29/2011
2412,Main Store,Main Store,9/29/2011
2413,University of Houston,University of Houston,9/29/2011
2414,Cleveland State University,Cleveland State University,9/29/2011
2415,Northwestern University,Northwestern University,9/29/2011
2416,Case Western Reserve University Bks,Case Western Reserve University Bks,9/29/2011
2417,CWRU Helath Science Bkstr,CWRU Helath Science Bkstr,9/29/2011
2418,Georgia Tech Bookstore,Georgia Tech Bookstore,9/29/2011
2419,West Virginia University/Downtown,West Virginia University/Downtown,9/29/2011
2420,Columbia Presbyterian Medical Cente,Columbia Presbyterian Medical Cente,9/29/2011
2421,Teachers College Bookstore,Teachers College Bookstore,9/29/2011
2422,University of South Carolina,University of South Carolina,9/29/2011
2423,University of New Hampshire,University of New Hampshire,9/29/2011
2424,University of Maryland Bkst. @ Coll,University of Maryland Bkst. @ Coll,9/29/2011
2425,Northeastern University Bookstore,Northeastern University Bookstore,9/29/2011
2426,Stony Brook University Bookstore,Stony Brook University Bookstore,9/29/2011
2427,University of Northern Colorado Bks,University of Northern Colorado Bks,9/29/2011
2428,Lehigh University Bookstore,Lehigh University Bookstore,9/29/2011
2429,University of Maryland at Baltimore,University of Maryland at Baltimore,9/29/2011
2430,Drexel University,Drexel University,9/29/2011
2431,Buffalo State,Buffalo State,9/29/2011
2432,University of North Carolina at Cha,University of North Carolina at Cha,9/29/2011
2433,Temple University Bkst.,Temple University Bkst.,9/29/2011
2434,Santa Clara University Bookstore,Santa Clara University Bookstore,9/29/2011
2435,UMass Lowell Downtown,UMass Lowell Downtown,9/29/2011
2436,University of Delaware Bookstore,University of Delaware Bookstore,9/29/2011
2438,Texas Tech Bookstore,Texas Tech Bookstore,9/29/2011
2439,University of the South,University of the South,9/29/2011
2440,University of South Florida,University of South Florida,9/29/2011
2441,Franklin & Marshall College,Franklin & Marshall College,9/29/2011
2442,Ball State Bookstore,Ball State Bookstore,9/29/2011
2443,University of Southern Mississippi,Univ. of Southern Mississippi,9/29/2011
2444,Georgia Institute of Technology Bks,Georgia Institute of Technology Bks,9/29/2011
2445,Washington Street Univ. Bookstore,Washington Street Univ. Bookstore,9/29/2011
2446,Dartmouth Bookstore,Dartmouth Bookstore,9/29/2011
2447,Randolph-Macon,The Macon Bookshop,9/29/2011
2448,John Jay Bookstore,John Jay Bookstore,9/29/2011
2449,"The Bookie Too, WSU","The Bookie Too, WSU",9/29/2011
2450,"DePaul University, Loop Campus",DePaul University,9/29/2011
2451,Depaul University Lincoln Park,Depaul University Lincoln Park,9/29/2011
2452,BARNESANDNOBLE.COM 2452            ,BARNESANDNOBLE.COM 2452            ,9/29/2011
2453,BARNESANDNOBLE.COM 2453            ,BARNESANDNOBLE.COM 2453            ,9/29/2011
2454,Ohio State University Bookstore,Ohio State University Bookstore,9/29/2011
2455,Kings CLG-Innovation Center,Kings CLG-Innovation Center,9/29/2011
2456,Mississippi State University,Mississippi State University,9/29/2011
2457,Clemson University,Clemson University,9/29/2011
2458,Emerson College,Emerson College,9/29/2011
2459,University Center,Tulane University Bookstore,9/29/2011
2460,USF St Petersburg,USF St Petersburg,9/29/2011
2461,Troy Univeristy Bookstore,Troy Univeristy Bookstore,9/29/2011
2462,Tidewater Community College,Tidewater Community College,9/29/2011
2463,Rochester Institute of Technology,Rochester Institute of Technology,9/29/2011
2464,Longwood University,Longwood University,9/29/2011
2465,University of Central Florida,University of Central Florida,9/29/2011
2466,Indiana Unv Bloomington,Indiana Unv Bloomington,9/29/2011
2467,Indiana University PUI,Indiana University PUI,9/29/2011
2468,University of Memphis Bookstore,University of Memphis Bookstore,9/29/2011
2469,San Jacinto College Bookstore #552,San Jacinto College Bookstore #552,9/29/2011
2470,San Jacinto College Bookstore #553,San Jacinto College Bookstore #553,9/29/2011
2471,University of Central Florida Bkst.,University of Central Florida Bkst.,9/29/2011
2472,San Jacinto College Bookstore #554,San Jacinto College Bookstore #554,9/29/2011
2473,U Toledo Hlth Sci Books,U Toledo Hlth Sci Books,9/29/2011
2474,Duquesne University Bookstore,Duquesne University Bookstore,9/29/2011
2475,UAB Blazer Bookstore,University of Alabama-Birmingham,9/29/2011
2476,Texas Christian Univ Bookstore,Texas Christian Univ Bookstore,9/29/2011
2477,U of Northerm Ohio Bookstore,U of Northerm Ohio Bookstore,9/29/2011
2478,University of North Dakota,University of North Dakota,9/29/2011
2479,Barnes and Noble @ VCU,Barnes and Noble @ VCU,9/29/2011
2480,MARBORO BOOKS 2480                 ,MARBORO BOOKS 2480                 ,9/29/2011
2481,BARNES & NOBLE 2481                ,BARNES & NOBLE 2481                ,9/29/2011
2482,Vassar College Bookstore,Vassar College Bookstore,9/29/2011
2483,BARNES & NOBLE 2483                ,BARNES & NOBLE 2483                ,9/29/2011
2484,Louisiana State Bookstore,Louisiana State Bookstore,9/29/2011
2485,Tulane University Bookstore,Tulane University Bookstore,9/29/2011
2486,Rutgers,Rutgers University Bookstore,9/29/2011
2487,NMSU Bookstore,NMSU Bookstore,9/29/2011
2488,Liberty University Bookstore & Cafe,Liberty University Bookstore & Cafe,9/29/2011
2489,Berklee Books & Music,Berklee Books & Music,9/29/2011
2490,Oberlin College Bookstore,Oberlin College Bookstore,9/29/2011
2491,William & Mary Bkst.,William & Mary Bkst.,9/29/2011
2492,Wayne State University,Wayne State University,9/29/2011
2493,Clarkson University Bookstore,Clarkson University Bookstore,9/29/2011
2494,BARNES & NOBLE 2494                ,BARNES & NOBLE 2494                ,9/29/2011
2495,Turtle Creek Books/Beloit College,Turtle Creek Books/Beloit College,9/29/2011
2496,Emory University Bookstore,Emory University Bookstore,9/29/2011
2497,Bucknell University Bookstore,Bucknell University Bookstore,9/29/2011
2498,Loyola University Maryland Bookstore,Loyola University Maryland Bookstore,9/29/2011
2501,Hampton Village,Detroit/Hampton Village,9/29/2011
2502,Roseville I,MN/Roseville I,9/29/2011
2503,BARNES & NOBLE                     ,BARNES & NOBLE                     ,9/29/2011
2504,BARNES & NOBLE                     ,BARNES & NOBLE                     ,9/29/2011
2505,BARNES & NOBLE                     ,BARNES & NOBLE                     ,9/29/2011
2506,BARNES & NOBLE BKSLR#2506          ,BARNES & NOBLE BKSLR#2506          ,9/29/2011
2507,Ridgehaven,Minneapolis/Ridgehaven,9/29/2011
2508,Schaumburg,Chicago/Schaumburg,9/29/2011
2509,Burnsville,Minneapolis/Burnsville,9/29/2011
2511,Danbury Square,CT/Danbury Square,9/29/2011
2512,Nashua,NH/Nashua,9/29/2011
2513,Paramus I,N.N.J./Paramus I,9/29/2011
2514,Galleria,Minneapolis/Galleria,9/29/2011
2515,Wheaton,Chicago/Wheaton,9/29/2011
2516,Calhoun,Minneapolis/Calhoun,9/29/2011
2517,West Windsor,NJ/West Windsor,9/29/2011
2518,Woodbury,MN/Woodbury,9/29/2011
2519,Burlington,Boston/Burlington,9/29/2011
2520,Evanston,Chicago/Evanston,9/29/2011
2521,Mayfield Heights,Cleveland/Mayfield Heights,9/29/2011
2522,Kenwood,Cincinnati/Kenwood,9/29/2011
2523,Carle Place,Long Island/Carle Place,9/29/2011
2524,West Hartford,CT/West Hartford,9/29/2011
2525,86th & Lexington,NYC/86th & Lexington,9/29/2011
2526,Bookstop/Central Park,Austin/Central Park,9/29/2011
2527,Upper Arlington,Columbus/Upper Arlington,9/29/2011
2529,Des Moines,Iowa/Des Moines,9/29/2011
2530,Crossroads,Seattle/Crossroads,9/29/2011
2531,BARNES & NOBLE 2531                ,BARNES & NOBLE 2531                ,9/29/2011
2532,Clearwater Crossing,Indianapolis/Clearwater Crossing,9/29/2011
2534,Hollywood,M-FTL/Hollywood,9/29/2011
2535,Lincoln,NE/Lincoln,9/29/2011
2536,Arboretum,Austin/Arboretum,9/29/2011
2537,N Richland Hills,DFW/N Richland Hills,9/29/2011
2538,6th @ 22nd,NY/6th @ 22nd,9/29/2011
2539,Irvine,L.A./Irvine,9/29/2011
2540,Lubbock,Lubbock/TX,9/29/2011
2541,Springfield,MO/Springfield,9/29/2011
2542,Ladue Rd,St. Louis/Ladue Rd,9/29/2011
2543,Hyde Park,Cincinnati/Hyde Park,9/29/2011
2544,Rockford,IL/Rockford,9/29/2011
2545,Bookstop/Inwood Village,D-FW/Inwood Village,9/29/2011
2546,Valley River,Eugene/Valley River,9/29/2011
2547,Massapequa,Long Island/Massapequa,9/29/2011
2548,Duluth,Minnesota/Duluth,9/29/2011
2549,Atlantic,Jacksonville/Atlantic,9/29/2011
2550,Dale Mabry,Tampa/Dale Mabry,9/29/2011
2551,Colonial Dr.,Orlando/Colonial Dr.,9/29/2011
2552,Skokie,Chicago/Skokie,9/29/2011
2553,Cerritos,LA/Cerritos,9/29/2011
2554,Co. Blvd II,Denver/Co. Blvd II,9/29/2011
2555,Rochester Downtown,MN/Rochester,9/29/2011
2556,Bookstop/Kuykendahl,Houston/Kuykendahl,9/29/2011
2557,Commack II,LI/Commack II,9/29/2011
2558,Greenville,SC/Greenville,9/29/2011
2559,Charlottesville,VA/Charlottesville,9/29/2011
2560,Metro,Phoenix/Metro,9/29/2011
2561,Downtown,Pittsburgh/Downtown,9/29/2011
2562,Bayside,Long Island/Bayside,9/29/2011
2563,Pasadena,L.A./Pasadena,9/29/2011
2564,Downtown,Minneapolis/Downtown,9/29/2011
2565,Springfield,Il/Springfield,9/29/2011
2566,Preston & Park,DFW/Preston & Park,9/29/2011
2567,Bascom,San Jose/Bascom,9/29/2011
2568,LaCrosse,WI/LaCrosse,9/29/2011
2569,Walnut Creek,SF-Bay Area/Walnut Creek,9/29/2011
2570,Mobile,AL/Mobile,9/29/2011
2571,Reno,NV/Reno,9/29/2011
2572,Erie,PA/Erie,9/29/2011
2573,University Village,Seattle/University Village,9/29/2011
2574,Country Club Plaza,Kansas City/Country Club Plaza,9/29/2011
2575,3rd Street Promenade,LA/3rd Street Promenade,9/29/2011
2576,Florida Mall,Orlando/Florida Mall,9/29/2011
2577,N Arlington,DFW/N Arlington,9/29/2011
2578,Brookfield,Milwaukee/Brookfield,9/29/2011
2579,Squirrel Hill,Pittsburgh/Squirrel Hill,9/29/2011
2580,Riverchase Village,Birmingham/Galleria,9/29/2011
2581,Clackamas,Portland/Clackamas,9/29/2011
2582,Vanderbilt Sq,Houston/Vanderbilt Sq,9/29/2011
2583,Encino,L.A./Encino,9/29/2011
2584,S Arlington,DFW/S Arlington,9/29/2011
2585,Tulsa/Woodland Plaza,OK/Tulsa/Woodland Plaza,9/29/2011
2586,Plano/Creekwalk Village,DFW/Plano II Creekwalk,9/29/2011
2587,Cedar Rapids,Iowa/Cedar Rapids,9/29/2011
2588,Kalamazoo,MI/Kalamazoo,9/29/2011
2589,Huntington Station,Long Island/Huntington Station,9/29/2011
2590,Bloomington,IL/Bloomington,9/29/2011
2591,Franklin Park,Toledo/Franklin Park,9/29/2011
2592,Broward Mall,M-FL/Broward Mall,9/29/2011
2594,Greenfield,Milwaukee/Greenfield,9/29/2011
2595,Brandon Square,Tampa/Brandon Square,9/29/2011
2597,Paramus III,NJ/Paramus III,9/29/2011
2599,B&N SUPERSTORE                     ,B&N SUPERSTORE                     ,9/29/2011
2601,Des Peres,St. Louis/Des Peres,9/29/2011
2602,Kitsap,Seattle/Kitsap,9/29/2011
2603,Santa Rosa,SF/Santa Rosa,9/29/2011
2604,Colma,SF Bay/Colma,9/29/2011
2605,Salem,NH/Salem,9/29/2011
2606,Fargo,ND/Fargo,9/29/2011
2607,South Center,Seattle/South Center,9/29/2011
2608,Citadel,CO Springs/Citadel,9/29/2011
2609,Freehold,NJ/Freehold,9/29/2011
2610,Santa Ana,LA/Santa Ana,9/29/2011
2611,College Ave.,CO/Ft. Collins/College Ave.,9/29/2011
2612,Sioux Falls,SD/Sioux Falls,9/29/2011
2613,Merrillville,IN/Merrillville,9/29/2011
2614,Roseville II,MN/Roseville II,9/29/2011
2615,Cincinnati,Cincinnati,9/29/2011
2616,The Woodlands,Houston/The Woodlands,9/29/2011
2617,Issaquah,Seattle/Issaquah,9/29/2011
2618,Citigroup Center,NYC/Citigroup,9/29/2011
2619,Astor Place,NYC/Astor Place,9/29/2011
2620,Chestnut Hill,Boston/Chestnut Hill,9/29/2011
2622,Old Orchard,Chicago/Old Orchard,9/29/2011
2623,Highland Park,MN/Highland Park,9/29/2011
2624,Tyler Broadway Pavilion,TX/Tyler Broadway Pavilion,9/29/2011
2625,Galleria,Houston/Galleria,9/29/2011
2626,University Crossings Plaza,Salt Lake City/Orem,9/29/2011
2627,Rochester Hills,Detroit/Rochester Hills,9/29/2011
2628,Lincoln Triangle,NYC/Lincoln Triangle,9/29/2011
2629,West Bloomfield,Detroit/West Bloomfield,9/29/2011
2631,New Hope Commons,Durham/New Hope Commons,9/29/2011
2632,Waterside Shops,FL/Naples/Waterside Shops,9/29/2011
2633,Lakeland Square,Lakeland/Lakeland Square,9/29/2011
2634,Sunland Park,El Paso/Sunland Park,9/29/2011
2635,Westheimer,Houston/Westheimer,9/29/2011
2636,Allentown,PA/Allentown,9/29/2011
2637,VA Beach,VA/VA Beach,9/29/2011
2638,Chesterfield,Richmond/Chesterfield,9/29/2011
2639,Ft. Union,SLC/Ft. Union,9/29/2011
2640,Downers Grove,IL/Downers Grove,9/29/2011
2641,Hoboken,NJ/Hoboken,9/29/2011
2642,Valencia,CA/Valencia,9/29/2011
2643,Town & Country,Houston/Town & Country,9/29/2011
2644,Pleasant Hill,SF/Pleasant Hill,9/29/2011
2645,Framingham,Boston/Framingham,9/29/2011
2646,Market Fair,Princeton/Market Fair,9/29/2011
2647,Cary II,Raleigh/Cary II,9/29/2011
2648,Livonia,Detroit/Livonia,9/29/2011
2649,Kahala Mall,Hawaii/Kahala Mall,9/29/2011
2650,West Covina,CA/West Covina,9/29/2011
2651,Long Beach,LA/Long Beach,9/29/2011
2653,Olympia,Seattle/Olympia,9/29/2011
2654,Florence,KY/Florence,9/29/2011
2655,Bayshore Mall,Milwaukee/Bayshore Mall,9/29/2011
2656,Town Center Prado,Atlanta/Town Center Prado,9/29/2011
2657,Lewisville,DFW/Lewisville,9/29/2011
2658,Little Rock,AR/Little Rock,9/29/2011
2659,South Bend,IN/South Bend,9/29/2011
2661,Pittsfield,MA/Pittsfield,9/29/2011
2662,Oakview Mall,Omaha/Oakview Mall,9/29/2011
2663,Twin Falls,ID/Twin Falls/Magic Valley Mall,9/29/2011
2664,Marlton,NJ/Marlton,9/29/2011
2665,Amarillo,TX/Amarillo,9/29/2011
2666,Grand Rapids,MI/Grand Rapids,9/29/2011
2667,Grapevine,DFW/Grapevine,9/29/2011
2668,Town Center Plaza,KS/Leawood/Roe,9/29/2011
2670,West Oaks Village,Houston/West Oaks Village,9/29/2011
2671,Baybrook,Houston/Baybrook,9/29/2011
2672,Mankato,MN/Mankato,9/29/2011
2673,Georgetown,DC/Georgetown,9/29/2011
2674,Cheyenne,WY/Cheyenne,9/29/2011
2675,Union Square,NYC/Union Square,9/29/2011
2676,San Luis Obispo,CA/San Luis Obispo,9/29/2011
2677,Idaho Falls,ID/Idaho Falls,9/29/2011
2678,Downtown,Salt Lake City/Downtown,9/29/2011
2679,Vancouver,Portland/Vancouver,9/29/2011
2680,Pima & Shea,Phoenix/Pima & Shea,9/29/2011
2681,Ocala,FL/Ocala,9/29/2011
2682,Bellingham,Seattle/Bellingham,9/29/2011
2683,San Jose Blvd.,FL/Jacksonville/San Jose Blvd.,9/29/2011
2684,Fiesta Trail,Fiesta Trail SC,9/29/2011
2685,Ingram Festival,Ingram Festival SC,9/29/2011
