STORE_ID,WEB_STORE_NAME,STORE_NAME,LAST_UPDATE_DT
1648,DOUBLEDAY BOOK SHOPS 1648          ,DOUBLEDAY BOOK SHOPS 1648          ,9/29/2011
1649,DOUBLEDAY BOOK SHOPS 1649          ,DOUBLEDAY BOOK SHOPS 1649          ,9/29/2011
1650,DOUBLEDAY BOOK SHOPS 1650          ,DOUBLEDAY BOOK SHOPS 1650          ,9/29/2011
1652,DOUBLEDAY BOOK SHOPS 1652          ,DOUBLEDAY BOOK SHOPS 1652          ,9/29/2011
1653,DOUBLEDAY BOOK SHOPS 1653          ,DOUBLEDAY BOOK SHOPS 1653          ,9/29/2011
1654,DOUBLEDAY BOOK SHOPS 1654          ,DOUBLEDAY BOOK SHOPS 1654          ,9/29/2011
1655,DOUBLEDAY BOOK SHOPS 1655          ,DOUBLEDAY BOOK SHOPS 1655          ,9/29/2011
1656,DOUBLEDAY BOOK SHOPS 1656          ,DOUBLEDAY BOOK SHOPS 1656          ,9/29/2011
1657,DOUBLEDAY BOOK SHOPS 1657          ,DOUBLEDAY BOOK SHOPS 1657          ,9/29/2011
1661,DOUBLEDAY BOOK SHOPS 1661          ,DOUBLEDAY BOOK SHOPS 1661          ,9/29/2011
1664,DOUBLEDAY BOOK SHOPS 1664          ,DOUBLEDAY BOOK SHOPS 1664          ,9/29/2011
1674,DOUBLEDAY BOOK SHOPS 1674          ,DOUBLEDAY BOOK SHOPS 1674          ,9/29/2011
1675,DOUBLEDAY BOOK SHOPS 1675          ,DOUBLEDAY BOOK SHOPS 1675          ,9/29/2011
1676,Bellevue Center,Bellevue Center,9/29/2011
1681,Marketplace Center,Marketplace Center,9/29/2011
1682,DOUBLEDAY BOOK SHOPS 1682          ,DOUBLEDAY BOOK SHOPS 1682          ,9/29/2011
1683,DOUBLEDAY BOOK SHOPS 1683          ,DOUBLEDAY BOOK SHOPS 1683          ,9/29/2011
1684,TRAVELDAYS 1684                    ,TRAVELDAYS 1684                    ,9/29/2011
1685,Doubleday / Court @ King Of Prussia,Doubleday / Court @ King Of Prussia,9/29/2011
1686,Doubleday / Downtown Plaza,Doubleday / Downtown Plaza,9/29/2011
1687,Doubleday / Phipps Plaza,Doubleday / Phipps Plaza,9/29/2011
1688,Doubleday / Shops At Prudential Ctr,Doubleday / Shops At Prudential Ctr,9/29/2011
1689,Doubleday/Santa Anita Fashion Park,Doubleday/Santa Anita Fashion Park,9/29/2011
1690,DOUBLEDAY BOOK SHOP #1690          ,DOUBLEDAY BOOK SHOP #1690          ,9/29/2011
1691,Doubleday / Woodlands Mall,Doubleday / Woodlands Mall,9/29/2011
1692,Doubleday/Dallas/Highland Pk Vllge,Doubleday/Dallas/Highland Pk Vllge,9/29/2011
1693,Doubleday / Plaza Frontenac,Doubleday / Plaza Frontenac,9/29/2011
1694,Doubleday / Circle Center,Doubleday / Circle Center,9/29/2011
1695,Mall @ St. Matthews,Mall @ St. Matthews,9/29/2011
1699,DOUBLEDAY OFFICE                   ,DOUBLEDAY OFFICE                   ,9/29/2011
1701,Fashion Ctr @ Pentagon City,Fashion Ctr @ Pentagon City,9/29/2011
1702,Mayfair Shopping Ctr,Mayfair Shopping Ctr,9/29/2011
1703,S Coast Plaza Crystal Crt,S Coast Plaza Crystal Crt,9/29/2011
1704,Scribners / Pioneer Place,Scribners / Pioneer Place,9/29/2011
1705,SCRIBNER'S BOOKSTORE 1705          ,SCRIBNER'S BOOKSTORE 1705          ,9/29/2011
1706,Scribner's / Utica Square,Scribner's / Utica Square,9/29/2011
1707,Scribner's / Arden Fair Mall,Scribner's / Arden Fair Mall,9/29/2011
1708,Hanes Mall,Hanes Mall,9/29/2011
1709,SCRIBNERS BOOKSTORE 1709           ,SCRIBNERS BOOKSTORE 1709           ,9/29/2011
1710,SCRIBNER'S BOOKSTORE#1710          ,SCRIBNER'S BOOKSTORE#1710          ,9/29/2011
1711,Scribners/Riverside/Galleria @Tyler,Scribners/Riverside/Galleria @Tyler,9/29/2011
1712,Scribner's / Glendale Galleria,Scribner's / Glendale Galleria,9/29/2011
1798,SCRIBNER'S BOOKSTORE A             ,SCRIBNER'S BOOKSTORE A             ,9/29/2011
1799,SCRIBNER'S BOOKSTORE B             ,SCRIBNER'S BOOKSTORE B             ,9/29/2011
1801,Bookstop/Crossroads,Crossroads,9/29/2011
1802,Bookstop/Sunset Ridge,Sunset Ridge,9/29/2011
1803,Bookstop/I-10,S.A./I-10,9/29/2011
1804,Bookstop/Alabama Theatre,Alabama Theatre,9/29/2011
1805,Bookstop/Memorial,Houston/Memorial,9/29/2011
1806,BOOKSTOP 1806                      ,BOOKSTOP 1806                      ,9/29/2011
1807,Bookstop/Mockingbird,D-FW/Mockingbird,9/29/2011
1808,Bookstop/Preston Forest,D-FW/Preston Forest,9/29/2011
1809,BOOKSTOP 1809                      ,BOOKSTOP 1809                      ,9/29/2011
1810,Bookstop/Sharpstown,Houston/Sharpstown,9/29/2011
1811,Bookstop/Lincoln Village,Austin/Lincoln Village,9/29/2011
1812,Bookstop/FM 1960,Houston/FM 1960,9/29/2011
1813,Bookstop/Colonial,Orlando/Colonial,9/29/2011
1814,Bookstop/Imperial,M-FL/Imperial,9/29/2011
1815,Bookstop/Plantation,M-FL/Plantation,9/29/2011
1816,Bookstop/Boca Raton,M-FL/Boca Raton,9/29/2011
1817,Bookstop/Hulen,D-FW/Hulen,9/29/2011
1818,Bookstar/Jax Brewery,Jax Brewery,9/29/2011
1819,Bookstop/Clearwater,Tampa Bay/Clearwater,9/29/2011
1820,Kendall Dr.,Kendall Dr.,9/29/2011
1821,Bookstop/Arlington,D-FW/Arlington,9/29/2011
1822,Bookstar/Loma Theatre,Loma Theatre,9/29/2011
1823,Bookstar/Costa Verde,Costa Verde,9/29/2011
1824,Bookstop/Altamonte Springs,Altamonte Springs,9/29/2011
1825,Bookstop/Moore Plaza,Corpus/Moore Plaza,9/29/2011
1826,BOOKSTOP 1826                      ,BOOKSTOP 1826                      ,9/29/2011
1827,Bookstop/Mesquite,Mesquite,9/29/2011
1828,Bookstar/Marietta,Marietta,9/29/2011
1829,Bookstar/Scottsdale,Scottsdale,9/29/2011
1830,Bookstar/Paradise Valley,Paradise Valley,9/29/2011
1831,Bookstar/La Mesa,La Mesa,9/29/2011
1832,Bookstar/Brea,Brea,9/29/2011
1833,Bookstar/Cary,Cary,9/29/2011
1834,Bookstar/Torrance,Torrance,9/29/2011
1835,Bookstar/Belle Meade Theatre,Belle Meade Theatre,9/29/2011
1836,Bookstar/Hickory Ridge,Memphis/Hickory Ridge,9/29/2011
1837,Bookstar/Studio City,Studio City,9/29/2011
1838,Beltline,Beltline,9/29/2011
1839,Bookstop/Plano,D-FW/Plano,9/29/2011
1840,Bookstar/Town & Country,Town & Country,9/29/2011
1841,Bookstar/Tustin,Tustin,9/29/2011
1842,Bookstar/Plaza Theatre,Plaza Theatre,9/29/2011
1843,Concord,SF-Bay/Concord,9/29/2011
1844,Bookstar/Eastgate Plaza,Wichita/Eastgate Plaza,9/29/2011
1845,Bookstar/Kingston Pike,Knoxville/Kingston Pike,9/29/2011
1846,Bookstar/Beverly Connection,Beverly Connection,9/29/2011
1847,Marina Del Rey,Marina Del Rey,9/29/2011
1848,Bookstop/Sunset Valley,Austin/Sunset Valley,9/29/2011
1849,Bookstar/Culver City,Culver City,9/29/2011
1850,Bookstop/Great Hills Trail,Austin/Great Hills Trail,9/29/2011
1851,Bookstar/Woodland Hills,Woodland Hills,9/29/2011
1852,Bookstop/Fowler Ave.,Tampa Bay/Fowler Ave.,9/29/2011
1853,Bookstar/University Blvd,Huntsville/University Blvd,9/29/2011
1854,Bookstar/Hawthorne,Hawthorne,9/29/2011
1855,Bookstar/Oceanside,Oceanside,9/29/2011
1856,Bookstar/Boulevard Theatre,Las Vegas/Boulevard Theatre,9/29/2011
1857,N Miami,N Miami,9/29/2011
1858,Bookstar/Wilshire Blvd,Wilshire Blvd,9/29/2011
1859,Berkeley,Berkeley,9/29/2011
1860,Bookstop/Meyer Park SC,Houston/Meyer Park SC,9/29/2011
1861,San Mateo,San Mateo,9/29/2011
1862,Stockton,Stockton,9/29/2011
1863,Pineville,Pineville / NC,9/29/2011
1864,Santa Barbara,Santa Barbara,9/29/2011
1865,Bookstop/Post Oak,Houston/Post Oak,9/29/2011
1866,Palm Desert,Palm Desert,9/29/2011
1867,Bookstop/New Haven Ave.,Melbourne/New Haven Ave.,9/29/2011
1868,Bookstop/Sarasota,Tampa Bay/Sarasota,9/29/2011
1869,Coral Springs,M-FL/Coral Springs,9/29/2011
1870,Bookstop/Sugar Land,Houston/Sugar Land,9/29/2011
1871,Bookstar/Westpark Towne SC,Boise/Westpark Towne SC,9/29/2011
1872,Arapahoe Blvd.,Arapahoe Blvd.,9/29/2011
1873,Aurora,Aurora,9/29/2011
1874,Sugarhouse,Salt Lake City/Sugarhouse,9/29/2011
1875,Bookstar/Louisiana Blvd,Louisiana Blvd,9/29/2011
1876,Sharon,Sharon Corners,9/29/2011
1877,Independence Blvd,Independence Blvd,9/29/2011
1878,Westminster,Denver/Westminster,9/29/2011
1879,USED BOOKS,USED BOOKS,9/29/2011
1880,Bryn Mawr,Bryn Mawr,9/29/2011
1881,Paramus II,N NJ/Paramus II,9/29/2011
1882,BARNES & NOBLE 1882                ,BARNES & NOBLE 1882                ,9/29/2011
1883,Oakbrook,Oakbrook,9/29/2011
1884,Springfield,Springfield,9/29/2011
1885,West Long Branch,West Long Branch,9/29/2011
1886,BARNES & NOBLE 1886                ,BARNES & NOBLE 1886                ,9/29/2011
1887,Livingston,Livingston,9/29/2011
1888,BARNES & NOBLE 1888                ,BARNES & NOBLE 1888                ,9/29/2011
1889,Harvard Cooperative Society Bkst.,Harvard Cooperative Society Bkst.,9/29/2011
1890,Yale Bookstore,Yale Bookstore,9/29/2011
1891,Burlington,Vermont/Burlington,9/29/2011
1892,Grosse Pointe,Grosse Pointe,9/29/2011
1893,Jenkintown,Jenkintown,9/29/2011
1894,Lincoln Park,Lincoln Park,9/29/2011
1895,Lansing,Lansing,9/29/2011
1896,Orange Towne Center,Orange Towne Center,9/29/2011
1897,North Haven,North Haven,9/29/2011
1898,Norwalk,Norwalk,9/29/2011
1899,CORPORATE OFFICE                   ,CORPORATE OFFICE                   ,9/29/2011
1901,BOOKSTOP DC                        ,BOOKSTOP DC                        ,9/29/2011
1902,BOOKSTOP DIST CTR #1902            ,BOOKSTOP DIST CTR #1902            ,9/29/2011
1903,BOOKSTOP DIST CTR #1903            ,BOOKSTOP DIST CTR #1903            ,9/29/2011
1904,Shaker Heights,Cleveland/Shaker Heights,9/29/2011
1905,Warwick,Warwick/RI,9/29/2011
1906,Auburn,Auburn,9/29/2011
1907,Buckhead,Buckhead,9/29/2011
1908,Crossroads,Crossroads,9/29/2011
1910,Southwest,Denver/Southwest,9/29/2011
1911,Bookstop/Humble,Humble,9/29/2011
1912,Manhasset,Manhasset,9/29/2011
1913,Broomall,Broomall,9/29/2011
1915,Bellevue,Bellevue,9/29/2011
1916,Westport II,CT/Westport II,9/29/2011
1917,Albany,Albany,9/29/2011
1918,Bookstop/Lewisville,D-FW/Lewisville,9/29/2011
1919,Boynton Beach,M-FL/Boynton Beach,9/29/2011
1920,Montclair,Montclair,9/29/2011
1921,Amherst,Buffalo/Amherst,9/29/2011
1922,Jack London Sq,Jack London Sq,9/29/2011
1923,Parham Plaza,Parham Plaza,9/29/2011
1924,Murray,Murray,9/29/2011
1925,The Gateway SC Of Naples,Naples/The Gateway SC Of Naples,9/29/2011
1926,VA Shops At Willow Lawn,VA Shops At Willow Lawn,9/29/2011
1927,Ann Arbor,Ann Arbor,9/29/2011
1929,Manchester,Manchester,9/29/2011
1931,Williamsville,Williamsville,9/29/2011
1932,Bookstop/Baybrook,Baybrook,9/29/2011
1933,Bookstar/Mesa-Mercado Fiesta,Mesa-Mercado Fiesta,9/29/2011
1934,Hartsdale,Hartsdale,9/29/2011
1935,Enfield Brookside Plaza,Enfield Brookside Plaza,9/29/2011
1936,Poughkeepsie,NY/Poughkeepsie,9/29/2011
1937,Hyannis,Hyannis,9/29/2011
1939,Broadway & Craycroft,Tucson/Broadway & Craycroft,9/29/2011
1940,Northbrook,Northbrook,9/29/2011
1941,86th & Lexington,86th & Lexington,9/29/2011
1942,Brookline,Brookline,9/29/2011
1944,Stevens Creek Blvd,Stevens Creek Blvd,9/29/2011
1945,Annapolis Harbour S,Annapolis/Annapolis Harbour S,9/29/2011
1946,Gateway Crossing,Bountiful,9/29/2011
1947,Bookstar/Germantown Village Square,Germantown Village Square,9/29/2011
1948,Escondido,San Diego/Escondido,9/29/2011
1949,Costa Mesa,L.A./Costa Mesa,9/29/2011
1950,Bookstar/Westland Fair SC,Las Vegas/Westland Fair SC,9/29/2011
1951,Washington Square,Portland/Washington Square,9/29/2011
1952,Marin Central Plaza,SF-Bay/Larkspur,9/29/2011
1954,Fresno,CA/Fresno,9/29/2011
1955,Mansell Crossings SC,Atlanta/Mansell Crossings SC,9/29/2011
1956,Newport Beach,L.A./Newport Beach,9/29/2011
1957,Waterbury,CT/Waterbury,9/29/2011
1958,Binghamton,NY/Binghamton,9/29/2011
1959,Bookstop/Bitters,San Antonio/Bitters,9/29/2011
1960,Nanuet,NY/Nanuet,9/29/2011
1961,Bookstop/Willowbrook,Houston/Willowbrook,9/29/2011
1962,North Dartmouth,MA/North Dartmouth,9/29/2011
1963,Farmington,CT/Farmington,9/29/2011
1964,Lloyd Center,Portland/Lloyd Center,9/29/2011
1965,Pembroke,M-FL/Pembroke,9/29/2011
1966,Ashford,Atlanta/Ashford,9/29/2011
1967,Boulder,Denver/Boulder,9/29/2011
1968,Sawmill,Columbus/Sawmill,9/29/2011
1969,Bloomfield Hills,Detroit/Bloomfield Hills,9/29/2011
1970,BARNES & NOBLE 1970                ,BARNES & NOBLE 1970                ,9/29/2011
1971,Redwood City,CA/Redwood City,9/29/2011
1972,Butler Plaza West,Gainesville/Butler Plaza West,9/29/2011
1974,Del Mar,San Diego/Del Mar,9/29/2011
1976,Rancho Bernardo,San Diego/Rancho Bernardo,9/29/2011
1977,Woodland Park,NJ/Woodland Park,9/29/2011
1978,Mission Valley,San Diego/Mission Valley,9/29/2011
1979,82nd & Broadway,NY/82nd & Broadway,9/29/2011
1980,Ledgewood,NJ/Ledgewood,9/29/2011
1982,Bookstop/Hulen,D-FW/Hulen,9/29/2011
1983,PGA Blvd,M-FL/PGA Blvd,9/29/2011
1984,Puente Hills,L.A./Puente Hills,9/29/2011
1985,Appleton,WI/Appleton,9/29/2011
1986,St Petersburg-Tyrone,Tampa Bay/St Petersburg-Tyrone,9/29/2011
1987,Ventura,L.A./Ventura,9/29/2011
1988,Northridge,L.A./Northridge,9/29/2011
1989,Braintree,MA/Braintree,9/29/2011
1990,Crabtree Mall,Raleigh/Crabtree Mall,9/29/2011
1992,Syracuse,Syracuse,9/29/2011
1994,Holmdel,C NJ/Holmdel,9/29/2011
1995,East Side,Columbus/East Side,9/29/2011
1996,Arden Faire,Sacramento/Arden Faire,9/29/2011
2000,"SOFTWARE, ETC. G.O.                ","SOFTWARE, ETC. G.O.                ",9/29/2011
2001,BARNES&NOBLE #2001                 ,BARNES&NOBLE #2001                 ,9/29/2011
2002,BARNES & NOBLE 2002                ,BARNES & NOBLE 2002                ,9/29/2011
2003,BARNES & NOBLE 2003                ,BARNES & NOBLE 2003                ,9/29/2011
2004,BARNES & NOBLE 2004                ,BARNES & NOBLE 2004                ,9/29/2011
2005,BARNES & NOBLE2005                 ,BARNES & NOBLE2005                 ,9/29/2011
2006,308 BOOK EXCHANGE                  ,308 BOOK EXCHANGE                  ,9/29/2011
2007,BUSINESS SOLUTIONS                 ,BUSINESS SOLUTIONS                 ,9/29/2011
2008,Rivertown Crossing,MI/Grand Rapids/Rivertown Crossing,9/29/2011
2009,Round Rock,TX/Austin/Round Rock,9/29/2011
2010,BARNES & NOBLE 2010                ,BARNES & NOBLE 2010                ,9/29/2011
2011,Cedar Hill,TX/Dallas/Cedar Hill,9/29/2011
2012,Fayetteville Square,GA/Fayetteville Square,9/29/2011
2013,BARNESANDNOBLE.COM                 ,BARNESANDNOBLE.COM                 ,9/29/2011
2014,BARNESANDNOBLE.COM                 ,BARNESANDNOBLE.COM                 ,9/29/2011
2015,Oglethorpe Mall,GA/Savannah/Oglethorpe Mall,9/29/2011
2016,Opry Mills Mall,TN/Nashville/Opry Mills Mall,9/29/2011
2017,Greenwich Village,NY/Greenwich Village,9/29/2011
2018,Gateway Courtyard,CA/Fairfield/Gateway Courtyard,9/29/2011
2019,Saratoga,NY/Saratoga,9/29/2011
2020,Deerfield Square,IL/Chicago/Deerfield Square/Relo,9/29/2011
2021,Staten Island,NY/Staten Island,9/29/2011
2022,Richmond Town,OH/Cleveland/Richmond Town,9/29/2011
2023,BARNESANDNOBLE.COM                 ,BARNESANDNOBLE.COM                 ,9/29/2011
2025,Lansing Mall,MI/Lansing Mall,9/29/2011
2026,Lynchburg,VA/Lynchburg,9/29/2011
2027,Dreamland,NC/Ashville/Dreamland,9/29/2011
2028,MARBORO BOOKS 2028                 ,MARBORO BOOKS 2028                 ,9/29/2011
2029,Short Pump,VA/Richmond/Short Pump,9/29/2011
2030,Holmdel,NJ/Holmdel,9/29/2011
2031,Roseville,CA/Sacramento/Roseville,9/29/2011
2032,Deer Park,IL/Chicago/Deer Park,9/29/2011
2033,BARNESANDNOBLE.COM 2033            ,BARNESANDNOBLE.COM 2033            ,9/29/2011
2034,BARNESANDNOBLE.COM 2034            ,BARNESANDNOBLE.COM 2034            ,9/29/2011
2035,BARNESANDNOBLE.COM 2035            ,BARNESANDNOBLE.COM 2035            ,9/29/2011
2036,Ft Wayne,IN/Ft Wayne,9/29/2011
2037,Southland Center,WI/Racine/Southland Center,9/29/2011
2038,BARNESANDNOBLE.COM 2038            ,BARNESANDNOBLE.COM 2038            ,9/29/2011
2039,Desert Ridge,AZ/Phoenix/Desert Ridge,9/29/2011
2040,Downtown,DC/Downtown,9/29/2011
2041,BARNESANDNOBLE.COM                 ,BARNESANDNOBLE.COM                 ,9/29/2011
2042,Felch St Plaza,MI/Holland/Felch St. Plaza,9/29/2011
2044,AMERICAN BOOK CENTER 2044          ,AMERICAN BOOK CENTER 2044          ,9/29/2011
2045,BARNESANDNOBLE.COM 2045            ,BARNESANDNOBLE.COM 2045            ,9/29/2011
2046,Camp Hill Shopping Center,PA/Camp Hill Center,9/29/2011
2047,Fort Lauderdale,FL/Fort Lauderdale,9/29/2011
2048,Eden Prairie Mall,MN/Eden Prairie Mall,9/29/2011
2049,Coronado Mall,NM/Albuquerque/Coronado Mall,9/29/2011
2050,Reading,PA/Reading,9/29/2011
2051,Crystal Lake Plaza,FL/Destin/Crystal Lake Plaza,9/29/2011
2052,Manchester,NH/Manchester,9/29/2011
2053,Boca Raton,FL/Boca Raton,9/29/2011
2054,Ventura,CA/Los Angeles/Ventura,9/29/2011
2055,Bandera,TX/San Antonio/Bandera,9/29/2011
2056,BARNESANDNOBLE.COM 2056            ,BARNESANDNOBLE.COM 2056            ,9/29/2011
2057,Woodland Hills,CA/Los Angeles/Woodland Hills,9/29/2011
2058,Brookdale Mall,MN/Minneapolis/Brookdale Mall,9/29/2011
2059,Newport on the Levee,KY/Newport on the Levee,9/29/2011
2060,Stonebriar Mall,TX/Frisco/Stonebriar Center Mall,9/29/2011
2061,Hampton Colliseum Mall,VA/Hampton Colliseum Mall,9/29/2011
2062,BARNESANDNOBLE.COM 2062            ,BARNESANDNOBLE.COM 2062            ,9/29/2011
2063,B DALTON SOFTWARE ETC2063          ,B DALTON SOFTWARE ETC2063          ,9/29/2011
2064,SOFTWARE ETC #064                  ,SOFTWARE ETC #064                  ,9/29/2011
2065,Creeks @ VA Ctr.,VA/Richmond/Creeks @ VA Ctr.,9/29/2011
2066,Pasadena,TX/Houston/Pasadena,9/29/2011
2067,Christiansburg,VA/Christiansburg,9/29/2011
2068,Clarendon Market Commons,VA/Arlington/Clarendon Market Commo,9/29/2011
2069,Lakeview Sq,MI/Battle Creek/Lakeview Sq.,9/29/2011
2070,The Forum,GA/Norcross/The Forum,9/29/2011
2071,Westbank,LA/New Orleans/Westbank,9/29/2011
2072,Bay Street - Emeryville,CA/San Francisco/Emeryville,9/29/2011
2073,Avon Commons,IN/Avon Commons,9/29/2011
2074,Columbia Mall,MO/Columbia Mall,9/29/2011
2075,East Lansing,MI/East Lansing,9/29/2011
2076,Waterfront/Homestead,PA/Pittsburgh/Waterfront,9/29/2011
2077,Lloyd Center,OR/Portland/Lloyd Center,9/29/2011
2078,Pickerington,OH/Pickerington,9/29/2011
2079,Mentor/Great Lakes Mall,OH/Mentor/Great Lakes Mall,9/29/2011
2080,Rochester/Apache Mall,MN/Rochester/Apache Mall,9/29/2011
2081,Chandler Fashion Mall,AZ/Chandler Fashion Mall,9/29/2011
2082,Smithfield,RI/Smithfield,9/29/2011
2083,Galleria at Tyler,CA/Riverside/Galleria at Tyler,9/29/2011
2084,Aurora,CO/Aurora/Relo,9/29/2011
2085,Green Bay,WI/Green Bay,9/29/2011
2086,Exton,PA/Philadelphia/Exton,9/29/2011
2087,Gateway,UT/Salt Lake City/Gateway,9/29/2011
2088,Hadley,MA/Hadley,9/29/2011
2089,The Grove at Farmers Market,CA/Los Angeles/Farmers Market,9/29/2011
2090,Victorville Mall,CA/Victorville Mall,9/29/2011
2091,Thorncreek Shopping Ctr,CO/Thornton/Thorncreek Shopping Ctr,9/29/2011
2092,Cape Cod Mall,MA/Hyannis/Cape Cod Mall,9/29/2011
2093,Bowie,MD/Bowie,9/29/2011
2094,Royal Oak,MI/Royal Oak,9/29/2011
2095,Fullerton,CA/Fullerton,9/29/2011
2096,Burnsville,MN/Burnsville,9/29/2011
2097,Commonwealth Centre,VA/Richmond/Commonwealth Centre,9/29/2011
2098,Miller Hill Mall,MN/Duluth/Miller Hill Mall,9/29/2011
2099,B DALTON SOFTWARE ETC2099          ,B DALTON SOFTWARE ETC2099          ,9/29/2011
2100,Wellington,FL/Wellington,9/29/2011
2101,Columbus,GA/Columbus,9/29/2011
2102,Prescott Gateway Mall,AZ/Prescott Gateway Mall,9/29/2011
2103,B DALTON SOFTWARE ETC2103          ,B DALTON SOFTWARE ETC2103          ,9/29/2011
2104,Escondido,CA/Escondido,9/29/2011
2105,Tracy,CA/Tracy,9/29/2011
2106,Geneva Commons,IL/Geneva Commons,9/29/2011
2107,Ann Arbor,MI/Detroit/Ann Arbor,9/29/2011
2108,Elizabethtown Mall,KY/Elizabethtown Mall,9/29/2011
2109,The Streets at Southpoint,NC/Durham/The Streets at Southpoint,9/29/2011
2110,Apple Valley,MN/Apple Valley,9/29/2011
2111,Del Amo,CA/Torrance/Del Amo,9/29/2011
2112,Fresno,CA/Fresno,9/29/2011
2113,El Cerrito,CA/El Cerrito,9/29/2011
2114,Mall of the Bluffs,IA/Council Bluffs/Mall of the Bluff,9/29/2011
2115,Prudential Center,MA/Boston/Prudential Center,9/29/2011
2116,Kierland Commons,AZ/Scottsdale/Kierland Commons,9/29/2011
2117,Gallatin Valley Mall,MT/Bozeman/Gallatin Valley Mall,9/29/2011
2118,Birkdale,NC/Charlotte/Birkdale,9/29/2011
2119,Northcross,TX/McAllen/Northcross,9/29/2011
2120,Plaza Venezia,FL/Orlando/Plaza Venezia,9/29/2011
2122,Ithaca,NY/Ithaca,9/29/2011
2123,Oakland Center,IL/Dekalb/Oakland Center,9/29/2011
2125,Wausau,WI/Wausau,9/29/2011
2126,Triangle Town Center,NC/Raleigh/Triangle Town Center,9/29/2011
2127,Parkdale Mall,TX/Beaumont/Parkdale Mall,9/29/2011
2128,Summerlin,NV/Las Vegas/Summerlin,9/29/2011
2129,Johnson City,TN/Johnson City,9/29/2011
2130,Palm Desert,CA/Palm Desert,9/29/2011
2131,Harrisonburg Crossing,VA/Harrisonburg Crossing,9/29/2011
2132,Enfield,CT/Enfield,9/29/2011
2133,New Hartford,NY/Utica/New Hartford,9/29/2011
2134,Scottsdale Center,AR/Rogers/Scottsdale Center,9/29/2011
2135,Trolly Square,CA/Santee/Trolly Square,9/29/2011
2136,Kensington Center,IL/Plainfield/Kensington Center,9/29/2011
2137,West Jordan,UT/West Jordan,9/29/2011
2138,Valparaiso,IN/Valparaiso,9/29/2011
2139,Jones Valley Mall,AL/Huntsville/Jones Valley Mall,9/29/2011
2140,Somerville,NJ/Somerville,9/29/2011
2141,Spectrum,CA/Irvine/Spectrum,9/29/2011
2142,Camp Creek Parkway,GA/Atlanta/Camp Creek Parkway,9/29/2011
2143,Dana Park Village Square,AZ/Mesa/Dana Park Village Square,9/29/2011
2144,Mesilla Valley Mall,NM/Las Cruces/Mesilla Valley Mall,9/29/2011
2145,Salisbury,MD/Salisbury,9/29/2011
2146,Riverbend Market Place,GA/Rome/Riverbend Market Place,9/29/2011
2147,Palm Valley Pavillions West,AZ/Goodyear/Palm Pavillions West,9/29/2011
2148,The Pointe at 5300,UT/Murray/The Pointe at 5300,9/29/2011
2149,Stony Creek Marketplace,IN/Stony Creek Marketplace,9/29/2011
2151,Fresh Meadows,NY/Queens/Fresh Meadows,9/29/2011
2152,Deerbrook Mall,TX/Houston/Deerbrook Mall,9/29/2011
2153,Oceanside,CA/Oceanside,9/29/2011
2154,Eton Chagrin Boulevard,OH/Woodmere/Eton Chagrin Boulevard,9/29/2011
2155,Crocker Park,OH/Westlake/Crocker Park,9/29/2011
2156,Mayfaire Town Ctr,NC/Wilmington/Mayfaire Town Ctr,9/29/2011
2157,The Ave at West Cobb,GA/Atlanta/The Ave at West Cobb,9/29/2011
2158,BARNES & NOBLE 2158                ,BARNES & NOBLE 2158                ,9/29/2011
2159,Warwick,RI/Warwick,9/29/2011
2160,Middletown,RI/Middletown,9/29/2011
2161,Wildwood Crossing,MO/Jefferson City/Wildwood Crossing,9/29/2011
2162,Menlo Park Mall,NJ/Edison/Menlo Park Mall,9/29/2011
2163,The Shops at Cross Keys,Florissant/The Shops at Cross Keys,9/29/2011
2164,Merced,CA/Merced,9/29/2011
2165,BARNES & NOBLE 22165               ,BARNES & NOBLE 22165               ,9/29/2011
2166,Pikesville,MD/Baltimore/Pikesville,9/29/2011
2167,Buckland Hills Mall,CT/Manchester/Buckland Hills Mall,9/29/2011
2168,Waterloo,IA/Waterloo,9/29/2011
2169,Midland Mall,MI/Midland Mall,9/29/2011
2170,Streets of Westchester,Cincinnati/Streets of Westchester,9/29/2011
2171,Brier Creek Commons,NC/Raleigh/Brier Creek Commons,9/29/2011
2172,Worcester,MA/Worcester,9/29/2011
2173,Antioch,CA/Antioch,9/29/2011
2174,East Towne Mall,WI/Madison/East Towne Mall,9/29/2011
2175,Patton Creek,AL/Birmingham/Patton Creek,9/29/2011
2176,BARNES & NOBLE 2176                ,BARNES & NOBLE 2176                ,9/29/2011
2177,BARNES & NOBLE 2177                ,BARNES & NOBLE 2177                ,9/29/2011
2179,Southern Hills Mall,IA/Sioux City/Southern Hills Mall,9/29/2011
2180,Niskayuna,NY/Albany/Niskayuna,9/29/2011
2181,Gilroy,CA/Gilroy,9/29/2011
2182,N. Little Rock,AR/N. Little Rock,9/29/2011
2183,The Centre in Copperfield,Houston/The Centre in Copperfield,9/29/2011
2184,Zona Rosa,MO/Kansas City/Zona Rosa,9/29/2011
2185,Spring Hill Mall,IL/Chicago/Spring Hill Mall,9/29/2011
2186,Eastern Shore,AL/Spanish Fort/Eastern Shore,9/29/2011
2187,STERLING PUBLISHING 2187           ,STERLING PUBLISHING 2187           ,9/29/2011
2188,Altamonte Mall,FL/Orlando/Altamonte Mall,9/29/2011
2189,University Town Center,WV/Morgantown/Univ.Town Center,9/29/2011
