TimeStamp|StoreNumber|RegisterNumber|TransactionNumber|CustomerType|CustomerNumber|EmailAddress|RecommendedEans
2011-08-08 16:34:53.6646|2644|11|50|Unknown|0000000000||
2011-08-08 16:34:54.7115|2184|5|8646|Unknown|0000000000||9781607552277,9781416286684,9781933744902,9781421661803,9781416287247
2011-08-08 16:34:54.9146|2775|2|7010|Unknown|0000000000||
2011-08-08 16:34:55.0553|2910|11|4469|Unknown|0000000000||
2011-08-08 16:34:55.2428|2643|2|9126|Unknown|0000000000||9780899192758,9780375825767,9780312581428,9780140557428,9780736421522
2011-08-08 16:34:55.4459|2234|10|7207|Unknown|0000000000||
2011-08-08 16:34:56.7740|1106|6|6036|Member|5000000000||9780061626135,9780375854927,9781616796020,9780594254782,9780061885280
2011-08-08 16:34:57.4303|2697|7|259|Unknown|0000000000||9781402875502,9780594033691,9781551562841,9780737260106
2011-08-08 16:34:57.8366|2086|5|539|Unknown|0000000000||9780142400012,9780060094911,9780142405703,9781595141712,9780316013697
2011-08-08 16:34:58.7585|2796|6|9342|Unknown|0000000000||
2011-08-08 16:34:59.0085|2358|8|5866|Unknown|0000000000||684152200091,76930866009,653569453871,9781569052013
2011-08-08 16:34:59.9460|2196|2|7074|Unknown|0000000000||9780143038412,9781416591795,9780743289696,9780393064667,9780061256691
2011-08-08 16:35:00.3679|2314|12|3551|Unknown|0000000000||
2011-08-08 16:35:01.2429|2697|6|4527|Member|5096693368||9780446584494,9780446506694,9780307887962,9781401926458,9780446583817
2011-08-08 16:35:01.3523|2119|2|1782|Unknown|0000000000||9780380793259,9780399155840,9780380807192,9780380807208,9780060789558
2011-08-08 16:35:03.2273|2927|8|5673|Unknown|0000000000||9780143112785,9780670034574,9781591842002,9781596913745,9780743269513
2011-08-08 16:35:03.9304|2366|14|1638|Unknown|0000000000||
2011-08-08 16:35:04.1961|2113|9|8437|Member|5305281565||
2011-08-08 16:35:04.5086|2983|7|7559|Unknown|0000000000||9781593080815,9781593080587,9781593080730,9781593080273,9781593080464
2011-08-08 16:35:05.2898|2190|5|720|Unknown|0000000000||9780807083819,9780375702709,9780743253970,9780618706419,9780743477567
2011-08-08 16:35:05.4461|2721|10|4385|Member|5074107280||
2011-08-08 16:35:06.3367|2134|6|2394|Unknown|0000000000||
2011-08-08 16:35:06.7742|2892|1|3010|Member|5256786226||9780440224679,9780451525260,9780451531049,9780743424424,9780061007224
2011-08-08 16:35:07.1180|2740|10|9264|Member|5043481910||9780641918476,9781401341053,9780316043878,9780156029438
2011-08-08 16:35:07.4149|2927|10|376|Unknown|0000000000||
2011-08-08 16:35:09.3524|2658|1|101|Unknown|0000000000||9780446605403,9780446353205,9781416586296,9780446401197,9780307454546
2011-08-08 16:35:09.6180|2270|15|1359|Unknown|0000000000||
2011-08-08 16:35:09.9149|2120|7|8559|Unknown|0000000000||26359395628,26359887321,26359243028,26359277924
2011-08-08 16:35:09.9462|2704|8|4402|Unknown|0000000000||
2011-08-08 16:35:10.0556|2720|7|7111|Unknown|0000000000||
2011-08-08 16:35:10.6181|2937|2|8621|Unknown|0000000000||700304043337,29877030651,35261060005
2011-08-08 16:35:10.8837|2351|4|4692|Unknown|0000000000||9780345499455,9780345499431,9781435114340,9781435114845,9781401225414
2011-08-08 16:35:11.0087|2585|7|4063|Unknown|0000000000||
2011-08-08 16:35:11.1024|2935|6|2172|Unknown|0000000000||9780609800584,9781400047062,9780757302275,9781558746800,9781558749641
2011-08-08 16:35:11.5087|2252|11|2966|Member|5188009861||
2011-08-08 16:35:12.1962|2713|4|3475|Unknown|0000000000||9780609802427,9780517884942,9781580081306,9781580081481,9781580081269
2011-08-08 16:35:12.4619|2841|4|4687|Unknown|0000000000||9780756641191,9781845765194,9781400069125,9780810996342,9781934781142
2011-08-08 16:35:12.6962|2262|13|3004|Member|5306268819||9781450800501,9781605537238,9781605537214,9781412726276,9781616806453
2011-08-08 16:35:12.9306|2068|2|235|Unknown|0000000000||9780470540961,9780321734686,9781416586296,9781935182580,9780307454546
2011-08-08 16:35:13.0712|2739|2|8735|Unknown|0000000000||
2011-08-08 16:35:13.3994|2728|3|5046|Unknown|0000000000||9781615600632,9781615600601,9781615544714,9781615598762
2011-08-08 16:35:13.6650|2053|7|4846|Unknown|0000000000||9780763652326,9780763645052,9780763642341,9780811876667,9780399246715
2011-08-08 16:35:14.2431|2327|6|3482|Unknown|0000000000||9781400656134,689196032578,9781400630578,657092648933,9781609962050
2011-08-08 16:35:14.7744|2847|1|6545|Unknown|0000000000||
2011-08-08 16:35:14.9463|2336|8|7337|Member|5053143231||793018312424,880882173722,93624997788,720642409824
2011-08-08 16:35:15.2588|2018|4|6647|Member|5185229680||9780641982996,9780594255239,9780594009894
2011-08-08 16:35:16.9151|2072|14|3131|Member|5128156422||
2011-08-08 16:35:17.1026|2242|3|5448|Unknown|0000000000||9780316769518,9780446310789,9780440180296,9780743477543,9780743253970
2011-08-08 16:35:17.2744|1897|2|5170|Member|5144247592||9781416543848,9780760772157,9781567319460,9781435109391,9780786018017
2011-08-08 16:35:17.7432|2327|8|3783|Unknown|0000000000||
2011-08-08 16:35:18.1026|2591|9|4403|Employee|15904430381||
2011-08-08 16:35:18.1651|2564|2|503|Unknown|0000000000||9780141311098,9780689867460,9780763622596,9780439023528,9780060531829
2011-08-08 16:35:18.2432|2711|1|8351|Unknown|0000000000||9781615595266,9781616805234,9780641993626,9780641993619
2011-08-08 16:35:21.1808|2712|6|5651|Unknown|0000000000||
2011-08-08 16:35:21.5089|2340|13|6582|Unknown|0000000000||786936281842,43396109100,30306105390,43396008595,43396214507
2011-08-08 16:35:21.6808|2942|3|2126|Member|5241704017||9781594868511,9781416588368,9780446548601,9781552100677,9781605296449
2011-08-08 16:35:21.7902|2019|3|7233|Unknown|0000000000||9780394856407,9780394873336,9780394856391,9780060573829,9780448440156
2011-08-08 16:35:21.8058|1990|4|7088|Unknown|0000000000||9780641768903,9780594152248,9781616883904
2011-08-08 16:35:22.0089|2772|8|627|Unknown|0000000000||
2011-08-08 16:35:22.3058|2085|4|4943|Member|5020831455||
2011-08-08 16:35:24.2121|2259|2|9951|Educator|7015781910||9780525478843,9780525479659,9780316089159,9780756635268,9780061978685
2011-08-08 16:35:24.7277|1990|10|7799|Unknown|0000000000||
2011-08-08 16:35:24.7590|2098|9|3767|Unknown|0000000000||9780884864493,9780762432318,9781602393455,9781615566464,9780811862165
2011-08-08 16:35:24.8371|2348|5|9711|Unknown|0000000000||
2011-08-08 16:35:25.1496|2508|5|8128|Unknown|0000000000||9780060515195,9780060853983,9780380809066,9780060741877,9780760773642
2011-08-08 16:35:25.3058|2930|1|3932|Unknown|0000000000||9780064406321,9780064408233,9780140379563,9780152017057,9780689812361
2011-08-08 16:35:25.3215|2688|11|15|Unknown|0000000000||
2011-08-08 16:35:25.3996|2940|13|2205|Unknown|0000000000||
2011-08-08 16:35:25.4621|2356|6|1026|Unknown|0000000000||9780451233608,9780515150025,9780451232724,9781451623567,9780515150001
2011-08-08 16:35:25.5402|2938|7|3098|Unknown|0000000000||9781565126053,9780061732324,9780738206783,9780738207834,9780684804194
2011-08-08 16:35:26.1652|2876|12|9605|Unknown|0000000000||
2011-08-08 16:35:26.2121|2052|12|6888|Unknown|0000000000||
2011-08-08 16:35:26.3996|2198|10|3115|Unknown|0000000000||
2011-08-08 16:35:27.6809|2296|7|4272|Unknown|0000000000||9780810994737,9780810970687,9780060548940,9780060837020,9780393312836
2011-08-08 16:35:27.7121|2536|11|4285|Unknown|0000000000||
2011-08-08 16:35:27.7590|2066|9|5669|Unknown|0000000000||
2011-08-08 16:35:28.0090|2742|1|1744|Unknown|0000000000||9781616813819,9781616868413,9781616837372,9781616868390,183442003515
2011-08-08 16:35:30.7591|2042|9|2740|Member|5204909135||
2011-08-08 16:35:31.3997|2758|5|6317|Unknown|0000000000||9781563898587,9780930289232,9780451524935,9780451526342,9780151010264
2011-08-08 16:35:31.5560|2790|12|7327|Member|5212899425||
2011-08-08 16:35:31.7122|2984|3|9713|Unknown|0000000000||9780811212496,9780641531583,9780765599469,9781400030378,9780641531576
2011-08-08 16:35:31.9466|2052|5|2389|Unknown|0000000000||9781605474724,9780323054287,9780323054065,9780071627436,9780763772253
2011-08-08 16:35:32.1966|2597|14|1322|Unknown|0000000000||
2011-08-08 16:35:32.3060|2648|5|6044|Member|5127465929||9780756669515,9780470591550,9781846701276,9781598801811,9780756639549
2011-08-08 16:35:32.5716|2562|8|721|Unknown|0000000000||
2011-08-08 16:35:32.6966|2105|11|2499|Unknown|0000000000||
2011-08-08 16:35:33.0716|2822|5|1288|Unknown|0000000000||9780140309577,9780140309584,9780140309591,9780141302362,9780064401500
2011-08-08 16:35:33.5404|2646|14|8439|Unknown|0000000000||9780316109581,9780316113168,9780887766855,9780688152888,9780140546071
2011-08-08 16:35:33.7279|2749|8|5989|Member|5003122213||
2011-08-08 16:35:44.3843|2845|3|780|Unknown|0000000000||9780061731365,9780395927229,9780595326143,9780766025202,9780766025158
2011-08-08 16:35:44.8843|2323|12|8573|Member|5247043556||
2011-08-08 16:35:45.2594|1893|5|1542|Unknown|0000000000||9781616833664,9780641997518,9781616883232,9780641681394,9781423812890
2011-08-08 16:35:45.7125|2306|14|8953|Unknown|0000000000||
2011-08-08 16:35:46.4156|2873|3|6600|Unknown|0000000000||9780877795247,9780618953202,9780764561481,9780028617206,9780375702129
2011-08-08 16:35:46.9307|2349|1|9003|Educator|7007625083||9781880507018,9781609964429,9780316036733,9781609964436,9781416905868
2011-08-08 16:35:48.0387|2084|2|1788|Unknown|0000000000||9780451207166,9780060094799,9780877798507,9780877799061,9780440242697
2011-08-08 16:35:48.5693|2850|11|6037|Unknown|0000000000||
2011-08-08 16:35:48.7565|2294|15|3096|Unknown|0000000000||
2011-08-08 16:35:48.9282|2314|12|3552|Unknown|0000000000||
2011-08-08 16:35:49.8958|2837|6|8483|Member|5080727339||9780547327846,9780061875007,9780300165586,9780061431661,9780547002590
2011-08-08 16:35:51.3159|2845|9|410|Unknown|0000000000||602527016139,602527114415,696998914223,888072313200
2011-08-08 16:35:51.7996|1986|1|1980|Unknown|0000000000||
2011-08-08 16:35:52.0493|2585|7|4063|Member|5248909549||
2011-08-08 16:35:52.9232|2949|3|7862|Unknown|0000000000||
2011-08-08 16:35:55.7791|2949|50|1649|Unknown|0000000000||9780594015437,9781600594212,9780470428733,9781616874445,9781616874438
2011-08-08 16:35:55.9975|2134|6|2395|Unknown|0000000000||
2011-08-08 16:35:57.4801|2283|1|5067|Member|5232862583||9780802473158,9780803730588,9780545052405,9780143038252,9780345518286
2011-08-08 16:35:58.9158|2030|5|7117|Member|5058709200||9780316346627,9780316010665,9780060731335,9781581808049,9780874774245
2011-08-08 16:35:58.9470|2869|12|2435|Unknown|0000000000||
2011-08-08 16:35:59.2435|2536|2|5362|Member|5016930889||9780596100490,9780596005177,9780596008994,9780672324864,9780596002688
2011-08-08 16:35:59.3059|2740|5|4760|Unknown|0000000000||9781558672314,9780877012382,9780789489166,9780794650087,9780794603168
2011-08-08 16:35:59.8677|2159|9|847|Employee|15900261004||696998514829,827969268025
2011-08-08 16:36:00.0394|2992|2|8094|Unknown|9041627112||9780380712366,9780060540746,9780590462778,9780689818769,9780142408810
2011-08-08 16:36:00.8353|2346|5|1708|Educator|7005157733||
2011-08-08 16:36:00.8665|2115|9|6451|Unknown|0000000000||
2011-08-08 16:36:01.2722|2077|4|2347|Unknown|0000000000||9781888439809,27084803334,9780963469106,9781400622429
2011-08-08 16:36:01.3503|2263|5|3908|Unknown|0000000000||9781593080051,9781593080075,9781593080549,9781593080044,9781593080006
2011-08-08 16:36:01.4127|2108|9|6767|Unknown|0000000000||
2011-08-08 16:36:01.4751|2356|6|1027|Unknown|0000000000||9781615515240
2011-08-08 16:36:01.6936|2606|6|2292|Unknown|0000000000||9782764316733,9782764318447,9782764317594,9782764316481,9780764161742
2011-08-08 16:36:01.9589|2647|10|1034|Member|5048674897||883929132140,31398127659,31398127635,30306187099,13132313597
2011-08-08 16:36:02.1618|2098|7|7849|Unknown|0000000000||700304044037
2011-08-08 16:36:02.3646|2109|3|5399|Member|5300791747||9780641990984,9781593591502,9780641893001
2011-08-08 16:36:02.4114|2232|3|9425|Unknown|0000000000||9780307454546,9780307454553,9780743294300,9781439148952,9781416586296
2011-08-08 16:36:02.7080|2931|11|6507|Unknown|0000000000||
2011-08-08 16:36:03.0045|2156|3|9005|Unknown|0000000000||9780811869959,9781600613203,9781581809428,9781592534593,9780971068483
2011-08-08 16:36:03.0513|2292|3|9426|Unknown|0000000000||9781615595266,9781416596363,9781582346182,9780811834933,9781616805234
2011-08-08 16:36:03.1449|2308|15|1690|Member|5229954612||
2011-08-08 16:36:03.2073|2246|15|5406|Unknown|0000000000||
2011-08-08 16:36:03.6131|2559|2|2429|Unknown|0000000000||
2011-08-08 16:36:03.6911|2752|7|2455|Member|5180722912||9780810994737,9780142414606,9780810970687,9780142419106,9780142407578
2011-08-08 16:36:03.7067|2235|11|3004|Member|5117375487||
2011-08-08 16:36:03.9096|2262|15|3957|Unknown|0000000000||
2011-08-08 16:36:04.3309|2775|2|7011|Member|5027805003||
2011-08-08 16:36:04.4402|2318|6|4249|Unknown|0000000000||9780641993589,9781615536788,9781616814809,9781615594771,9781616805234
2011-08-08 16:36:04.5338|2697|7|261|Member|5260220022||9780439649476,9780439875646,9780439748919,9780439537711,9780439681162
2011-08-08 16:36:04.6430|2166|6|3133|Unknown|0000000000||9780679883562,9781933241319,9781933241272,9780769653624,9780769659688
2011-08-08 16:36:05.0176|2300|4|7137|Unknown|0000000000||9780553382167,9780316769488,9781593082215,9781593080150,9780743477116
2011-08-08 16:36:05.0644|2193|10|8663|Member|5039318533||
2011-08-08 16:36:05.3609|2227|10|5743|Unknown|0000000000||
2011-08-08 16:36:05.6730|2071|9|539|Unknown|0000000000||
2011-08-08 16:36:05.9227|2782|4|6406|Unknown|0000000000||9780439241021,9780545143141,9781412794367,9781450800365,9781412771443
2011-08-08 16:36:06.6562|2230|6|2968|Member|5189595611||9780385721868,9780393334807,9780547052106,9780691123974,9780805079838
2011-08-08 16:36:06.9215|2740|6|1101|Unknown|0000000000||
2011-08-08 16:36:07.1399|2321|4|9753|Member|5233560168||9780812936490,9780812933840,9781402774713,9781402774706,9780812934922
2011-08-08 16:36:07.3584|2768|7|7237|Unknown|0000000000||9780736919760,9780835808729,9780875523781,9780736919845,9780310265641
2011-08-08 16:36:07.6081|2866|9|4218|Unknown|0000000000||
2011-08-08 16:36:07.6861|2536|4|4495|Unknown|0000000000||
2011-08-08 16:36:08.1387|2777|2|5604|Member|5073705449||9780448452036,9780761152309,9780756629052,9780374384456,9780756607647
2011-08-08 16:36:09.0282|2854|9|2231|Member|5049387568||9781931257220,9780528874420,9780762749522,9780528879807,9780528856013
2011-08-08 16:36:09.8553|2724|7|1575|Unknown|0000000000||9780594254850,9781616796099,9780594254881,9780594254799
2011-08-08 16:36:09.8553|2761|13|4354|Member|5249230024||
2011-08-08 16:36:09.9490|2196|7|8866|Unknown|0000000000||
2011-08-08 16:36:10.1362|2643|10|2715|Unknown|0000000000||
2011-08-08 16:36:10.1674|2241|4|332|Unknown|0000000000||9780767928052,9780618620111,9781416594789,9781579128142,9781401924683
2011-08-08 16:36:10.5264|2997|4|6686|Unknown|0000000000||9781600068676,9780899423203,9780849944376,9781590527153
2011-08-08 16:36:10.6356|2320|10|5985|Unknown|0000000000||
2011-08-08 16:36:10.6512|2047|9|2767|Unknown|0000000000||
2011-08-08 16:36:10.8697|2676|8|1329|Unknown|0000000000||
2011-08-08 16:36:10.9165|2563|2|8832|Unknown|0000000000||9781889392349,9780553381467,9780761152125,9781416524724,9781402733352
2011-08-08 16:36:11.1662|2111|3|5440|Member|5308944833||9780140045291,9780393312836,9780486242606,9780738204369,9780553354133
2011-08-08 16:36:11.4315|2258|7|2066|Unknown|0000000000||
2011-08-08 16:36:11.7280|2284|2|8404|Unknown|0000000000||
2011-08-08 16:36:11.7436|2314|8|8532|Member|5006151942||9780062060556,9780316127394,9780060755805,9780307268327,9781400067121
2011-08-08 16:36:11.7904|2163|2|2182|Unknown|0000000000||
2011-08-08 16:36:11.8840|2649|4|9837|Unknown|0000000000||9780399155840,9780515141689,9780312349509,9780312383305
2011-08-08 16:36:11.9621|2791|12|4092|Unknown|0000000000||
2011-08-08 16:36:11.9621|2966|6|1959|Unknown|0000000000||9782764316719,9782764303870,9780762106028,9780805350869,9780789479884
2011-08-08 16:36:12.3054|2194|2|2279|Unknown|0000000000||9780545053624,9780545211277,9780470548738,9780764140860,9780768931419
2011-08-08 16:36:12.5863|2170|10|3736|Unknown|0000000000||
2011-08-08 16:36:12.6175|2750|6|8218|Member|5019092119||9781598800517,9781598801378,9782067122963,9781598806649,9781741793321
2011-08-08 16:36:13.3510|2879|4|624|Unknown|0000000000||9780375842207,9781616880293,9780375836671,9781615583485,9781615547159
2011-08-08 16:36:13.3978|2606|9|8103|Unknown|0000000000||
2011-08-08 16:36:13.4446|2679|6|9998|Unknown|0000000000||9781615513536,9780641952029,9781437692341,9781615513666,9780399155970
2011-08-08 16:36:13.6319|2307|11|8135|Unknown|0000000000||
2011-08-08 16:36:13.6631|2255|4|9516|Member|5247162560||9780671449018,9780694003617,9780805047905,9780786851331,9780671449049
2011-08-08 16:36:13.6943|2784|6|6436|Member|5313986303||9780312270179,9780312204280,9780806526027,9780060554736,9780974676302
2011-08-08 16:36:14.1000|2216|13|2056|Member|5189493291||9780060256715,9780060256555,9781567318494,9780887768958,9780887769276
2011-08-08 16:36:14.4434|2964|5|9786|Unknown|0000000000||9780980243628,9780375759109,9780345480910,9780802142306,9781881943211
2011-08-08 16:36:14.4590|2280|12|5239|Member|5078729622||
2011-08-08 16:36:14.7087|2707|4|5118|Unknown|0000000000||9780307346599,9781591391104,9780307238764,9780061924323,9781591397922
2011-08-08 16:36:14.9896|2248|10|429|Member|5105588654||9780345520807,9780743418737,9780743454551,9780316043878,9780143037149
2011-08-08 16:36:15.0832|1979|9|5874|Unknown|0000000000||9780689828683,9780689866852,9780064409599,9780380709120,9780064401845
2011-08-08 16:36:15.3017|2783|4|9479|Member|5175396679||9780761133261,9780761142126,9781435101395,9780738211091,9780738210070
2011-08-08 16:36:15.3953|2771|6|1694|Unknown|0000000000||9780471753049,9780848733414
2011-08-08 16:36:15.4265|2949|3|7863|Unknown|0000000000||
2011-08-08 16:36:15.5670|2347|4|55|Member|5106152452||9780307720030,9781592403448,9780345527165,9780446539708,9781449401160
2011-08-08 16:36:16.1444|2967|4|8859|Member|5020870762||9780385339537,9781561588381,9781561588916,9781561588756,9780980068870
2011-08-08 16:36:16.3160|2234|14|7436|Unknown|0000000000||
2011-08-08 16:36:16.4253|2180|5|4603|Unknown|0000000000||9781615597772,9781615597789,9781608971381,9781564596741,9789768200174
2011-08-08 16:36:16.8934|2358|13|8189|Unknown|0000000000||9781402774713,9781402719134,9780976336129,9781603208864,9781402774683
2011-08-08 16:36:17.2368|2026|4|1808|Unknown|0000000000||9780399254833,9781616796037,9780061985843,9780594254805,9780061935084
2011-08-08 16:36:17.5489|2349|12|8798|Member|5201849059||
2011-08-08 16:36:17.6113|2880|11|4005|Unknown|0000000000||
2011-08-08 16:36:17.6737|2167|3|8087|Unknown|0000000000||9781416903550,9781416940913,9781416914631,9780439683289,9780142407325
2011-08-08 16:36:17.7518|2733|2|6424|Member|5313734712||9780060580674,9780060765248,9780312981266,9780553590005
2011-08-08 16:36:17.7674|2645|12|9199|Unknown|0000000000||9780764599040,9780739052051,9780882847290,9780634047015,9780470496442
2011-08-08 16:36:17.8454|2562|8|722|Unknown|0000000000||
2011-08-08 16:36:17.8454|2221|4|4823|Unknown|0000000000||
2011-08-08 16:36:17.9702|1106|6|6038|Unknown|0000000000||
2011-08-08 16:36:17.9702|2631|4|9374|Unknown|0000000000||9780028617206,9780877795308,9780764563379,9780764561481,9780375702129
2011-08-08 16:36:18.0014|2122|9|6578|Unknown|0000000000||
2011-08-08 16:36:18.2355|2875|4|2676|Member|5161354728||9781439134580,9781439176672,9780765316851,9781439133071,9781439177525
2011-08-08 16:36:18.3292|2784|13|3220|Unknown|0000000000||
2011-08-08 16:36:18.5320|2104|3|3373|Unknown|0000000000||
2011-08-08 16:36:18.8441|2945|3|11|Unknown|0000000000||
2011-08-08 16:36:19.0626|2995|7|7140|Educator|7012878994||9780312321192,9780345366764,9780345400475,9780143037149,9780470259566
2011-08-08 16:36:19.1406|2291|4|6574|Unknown|0000000000||9780785128380,9780785140238,9781593078461,9780785123729,9781600108686
2011-08-08 16:36:19.3279|2658|1|102|Member|5229164920||9780553586510,9780765356338,9780399156441,9780440242536,9780316036276
2011-08-08 16:36:19.4215|2281|9|882|Unknown|0000000000||9781439131350,9780486296838,9780143117315,9780143115526,9780425206928
2011-08-08 16:36:19.9677|2311|10|1084|Unknown|0000000000||9780140131604,9780142000939,9780140131611,9780140274783,9780743247634
2011-08-08 16:36:20.3111|1837|1|4944|Unknown|0000000000||9780312674441,9781416580515,9780802715487,9780312570767,9780446564083
2011-08-08 16:36:20.4515|1978|1|1467|Unknown|0000000000||9780446613361,9780446619073
2011-08-08 16:36:20.6388|2850|11|6038|Unknown|0000000000||
2011-08-08 16:36:20.7324|2944|8|7350|Unknown|0000000000||9780375813580,9780375813566,9780679824114,9780679824121,9780679824244
2011-08-08 16:36:20.9977|2662|2|6300|Unknown|0000000000||
2011-08-08 16:36:21.2474|2939|5|8737|Unknown|0000000000||9781435135741,9781435135703,9781550228489,9781435119499,9780531217221
2011-08-08 16:36:21.5595|2066|4|4381|Unknown|0000000000||9781411416161,9781411495586,9780394827193,9781933241432,9781935800224
2011-08-08 16:36:21.7624|2795|8|3323|Unknown|0000000000||9781594871009,9781594876745,9781423109501,9780756655136
2011-08-08 16:36:21.9184|1913|4|2661|Educator|7007028962||9780738203546,9780452010345,9780395755310,9780061129735,9780451217325
2011-08-08 16:36:22.3242|2927|6|319|Unknown|0000000000||9780805053883,9780641810411,9780694003617,9780399226908,9780061074295
2011-08-08 16:36:22.3710|2889|3|4705|Unknown|0000000000||9780451218049,9780451222350,9780594073550,9781616810566,9780594003922
2011-08-08 16:36:22.5583|2720|9|1218|Member|5248356584||9781401906122,9781556438400,9780738721255,9781401903008,9781401916909
2011-08-08 16:36:22.5739|2777|5|1036|Employee|15904502536||
2011-08-08 16:36:22.5895|2840|6|1195|Member|5127539316||9781892951403,9780756671280,9781586853334,9781892951380,9780545156035
2011-08-08 16:36:22.7143|2278|28|4630|Unknown|0000000000||
2011-08-08 16:36:22.8236|2164|3|9495|Unknown|0000000000||9780385318419,9780761563600,9780684853673,9780385319874,9780761520283
2011-08-08 16:36:23.4010|2927|1|8268|Unknown|0000000000||9780312379827,9780312567484,9781595142504,9780312532765,9781595141989
2011-08-08 16:36:23.6819|2085|4|4944|Unknown|0000000000||9781567315820,9780765327826,9780778329633,9781439176672,9780451232380
2011-08-08 16:36:23.7911|2955|4|4155|Unknown|0000000000||9781437683431,9780684829463,9780451207166,9780760710265,9780451234155
2011-08-08 16:36:24.0720|2303|12|9757|Unknown|0000000000||
2011-08-08 16:36:24.3529|2653|4|8664|Unknown|0000000000||
2011-08-08 16:36:24.3997|2108|9|6768|Unknown|0000000000||
2011-08-08 16:36:24.4466|2508|5|8129|Member|5086486030||
2011-08-08 16:36:25.3673|2611|11|9685|Unknown|0000000000||
2011-08-08 16:36:25.4297|2658|12|9|Unknown|0000000000||
2011-08-08 16:36:25.4297|2032|9|1177|Unknown|0000000000||
2011-08-08 16:36:25.4921|2808|8|9227|Unknown|0000000000||
2011-08-08 16:36:25.6170|2167|13|1665|Member|5175401149||
2011-08-08 16:36:25.6950|2036|2|7497|Unknown|0000000000||
2011-08-08 16:36:25.7730|2992|10|8607|Member|5002852005||
2011-08-08 16:36:25.8355|2910|11|4471|Unknown|0000000000||
2011-08-08 16:36:26.3816|2224|5|6521|Member|5188914171||9780743250979,9781586638467,9780873522977,9781586638528,9780743287937
2011-08-08 16:36:26.5065|2925|5|3364|Unknown|0000000000||9781450810166,9781402767616,9780785824534,9781616822996,9781741815375
2011-08-08 16:36:26.5377|2695|10|5152|Unknown|0000000000||
2011-08-08 16:36:26.6001|2208|12|1700|Unknown|0000000000||
2011-08-08 16:36:26.8654|2071|1|8062|Unknown|0000000000||9780140389661,9780440975342,9780375822339,9780440978503,9780060757359
2011-08-08 16:36:27.3024|2303|9|5029|Unknown|0000000000||9781400006618,9781400006052,9780071428095,9781400009572,9780764177491
2011-08-08 16:36:27.4740|2133|6|8902|Unknown|0000000000||9781615537051,9780061791642,9781615513642,9780805088106,9780547225470
2011-08-08 16:36:27.7862|2289|12|8510|Unknown|0000000000||
2011-08-08 16:36:28.3480|2096|7|4947|Unknown|9005382859||
2011-08-08 16:36:28.4260|2808|3|723|Unknown|0000000000||9781400033430,9780449213940,9780060838676,9780743253970,9781400034710
2011-08-08 16:36:28.5352|2957|3|6122|Member|5175330417||9780375705762,9781400034529,9781400033881,9780061577673,9780547237930
2011-08-08 16:36:29.9241|2055|4|8855|Unknown|0000000000||9780596800956,9781449380342,9780470563144,9780672328688,9780596159832
2011-08-08 16:36:30.3143|2697|9|7488|Unknown|0000000000||
2011-08-08 16:36:30.5952|2021|2|7513|Member|5180789594||9780670022694,9780594069607,9780307377425,9780594069584,9780446574464
2011-08-08 16:36:30.7980|2778|5|8025|Member|5143552859||9781615557493,9780594016267,9780399155970,9781616862206,9780312985363
2011-08-08 16:36:30.9229|2049|6|9441|Unknown|0000000000||9780594011934,9781616873974,9781616874438,9781616813871,9781616874445
2011-08-08 16:36:31.2974|2559|4|7410|Unknown|0000000000||9781598698664,9781413308914,9781402757976,9780399533495,9781413310320
2011-08-08 16:36:31.4223|2675|5|7653|Unknown|0000000000||9780679756972,9780345505347,9780312370848,9780375704055,9781416550556
2011-08-08 16:36:31.5159|2230|11|9650|Unknown|0000000000||
2011-08-08 16:36:31.5315|2245|10|7239|Unknown|0000000000||
2011-08-08 16:36:31.6095|2930|12|1295|Unknown|0000000000||
2011-08-08 16:36:31.7968|2198|10|3116|Unknown|0000000000||
2011-08-08 16:36:31.9372|2105|11|2500|Member|5232440945||
2011-08-08 16:36:31.9841|2775|2|7011|Member|5027805003||
2011-08-08 16:36:32.1089|2565|7|9072|Member|5214142216||
2011-08-08 16:36:32.1401|2366|14|1640|Unknown|0000000000||
2011-08-08 16:36:32.5615|2190|5|721|Member|5004911398||9781400311170,9780060254926,9780310716372,9781592236435,9781400312979
2011-08-08 16:36:32.8892|2532|3|9353|Unknown|0000000000||9781616874438,9780594015437,9780594017448,9780594017431,9781616874445
2011-08-08 16:36:33.1857|2656|1|5199|Unknown|0000000000||9780679736400
2011-08-08 16:36:33.3417|2996|9|2460|Unknown|0000000000||
2011-08-08 16:36:33.5134|2081|8|4964|Unknown|0000000000||9780375864506,9780375856198,9780375843532,9780375856907,9780736426145
2011-08-08 16:36:33.6226|2040|8|7686|Unknown|0000000000||5099907041228,5099909426627,93624958482,886978327420,748337888020
2011-08-08 16:36:33.7163|2966|13|6329|Unknown|0000000000||
2011-08-08 16:36:33.7631|2982|3|1234|Member|5171033346||9780553573428,9780553573398,9780765348784,9780812511819,9780756404741
2011-08-08 16:36:33.8879|2654|6|6592|Unknown|0000000000||
2011-08-08 16:36:33.9660|2675|12|7290|Unknown|0000000000||9780470601785,9781422158586,9780470194294,9780307463746,9781422163894
2011-08-08 16:36:34.3249|2837|9|9403|Unknown|0000000000||
2011-08-08 16:36:34.4029|2224|6|3255|Unknown|0000000000||9780547258553,9780785701828,9780440220657,9780312379667,9780439757812
2011-08-08 16:36:34.5590|2126|12|9037|Unknown|0000000000||
